DEPTH,R4,COND,SP,GR,AC
2198.125,5.684,311.038,36.125,69.465,277.733
2198.25,5.771,337.531,36.86,71.816,302.028
2198.375,5.394,370.908,37.755,73.534,316.195
2198.5,4.54,400.471,38.874,72.148,336.769
2198.625,2.433,475.344,39.644,74.31,348.276
2198.75,1.451,526.57,40.471,75.873,358.61
2198.875,1.081,535.136,41.109,78.258,364.854
2199,0.957,549.822,41.701,79.956,369.895
2199.125,0.957,560.518,42.114,82.536,366.388
2199.25,0.957,574.1,42.428,85.62,338.106
2199.375,1.045,587.11,42.841,88.303,317.204
2199.5,1.127,599.45,43.188,90.572,306.918
2199.625,1.244,608.145,43.327,92.616,328.163
2199.75,1.346,616.966,43.484,89.297,365.096
2199.875,1.435,616.961,43.591,87.679,376.725
2200,1.538,616.957,43.747,87.063,343.43
2200.125,1.64,616.952,43.792,89.296,312.267
2200.25,1.761,616.948,43.893,87.67,307.91
2200.375,1.818,616.943,43.893,88.225,315.391
2200.5,1.935,625.891,43.893,85.711,322.318
2200.625,2.019,625.887,43.893,83.611,326.506
2200.75,2.043,625.882,43.893,81.956,327.51
2200.875,1.989,625.877,43.893,81.13,322.49
2201,1.907,625.872,43.893,82.151,329.111
2201.125,1.882,616.916,43.893,85.719,332.512
2201.25,1.882,608.088,43.893,86.397,337.654
2201.375,1.926,605.368,43.792,87.445,339.132
2201.5,2.026,599.382,43.792,88.179,331.617
2201.625,2.227,590.804,43.715,89.388,322.925
2201.75,2.437,590.8,43.691,90.057,311.572
2201.875,2.596,559.752,43.553,87.785,293.476
2202,2.783,543,43.397,86.113,279.837
2202.125,2.955,526.752,43.292,83.881,257.187
2202.25,3.193,518.944,43.084,81.562,247.544
2202.375,3.289,511.519,42.767,79.66,239.879
2202.5,3.289,511.516,42.626,77.428,273.773
2202.625,3.11,511.512,42.262,79.051,298.865
2202.75,2.371,511.509,41.929,78.542,326.568
2202.875,1.93,511.506,41.584,76.681,378.142
2203,1.62,511.503,41.202,75.54,350.442
2203.125,1.36,498.096,40.796,73.689,322.094
2203.25,1.32,469.144,40.175,75.694,269.836
2203.375,1.47,393.969,39.652,76.013,248.205
2203.5,1.679,349.09,38.926,76.972,247.909
2203.625,1.927,303.295,38.372,75.021,254.189
2203.75,2.218,262.192,37.693,73.753,263.363
2203.875,2.433,231.552,37.073,72.364,271.236
2204,2.618,205.059,36.597,70.169,282.446
2204.125,2.876,186.6,35.925,68.904,289.345
2204.25,3.083,179.159,35.311,68.882,293.992
2204.375,3.304,166.448,34.691,67.828,298.859
2204.5,3.521,154.617,34.014,66.628,305.278
2204.625,3.84,145.748,33.291,65.934,308.409
2204.75,4.132,139.363,32.49,64.976,311.537
2204.875,4.419,135.191,31.711,64.307,314.458
2205,4.627,132.061,31.212,65.405,315.62
2205.125,4.868,132.061,30.846,69.403,317.687
2205.25,5.033,130.731,30.533,70.271,318.99
2205.375,5.158,130.173,30.302,72.1,319.804
2205.5,5.218,128.311,30.101,70.248,320.482
2205.625,5.258,126.421,30,70.066,320.482
2205.75,5.185,124.416,29.943,71.296,320.482
2205.875,5.1,122.885,29.899,70.719,314.385
2206,5.098,122.886,29.899,69.779,309.267
2206.125,5.144,123.298,30.047,68.351,307.15
2206.25,5.44,126.477,30.259,68.682,304.04
2206.375,5.609,128.02,30.437,67.731,302.409
2206.5,5.898,128.313,30.564,67.677,301.406
2206.625,6.148,130.174,30.796,69.721,301.406
2206.75,6.37,132.063,31.109,69.686,302.22
2206.875,6.424,136.17,31.635,71.076,306.279
2207,6.348,142.406,32.162,73.068,308.434
2207.125,6.343,151.087,32.787,74.309,310.442
2207.25,6.343,161.339,33.29,73.05,303.674
2207.375,6.464,175.042,33.895,72.648,295.369
2207.5,6.742,192.989,34.699,75.082,285.913
2207.625,7.019,226.103,35.554,74.098,284.337
2207.75,7.248,307.922,36.309,73.49,288
2207.875,7.097,406.128,37.248,72.664,307.026
2208,6.574,469.777,38.076,72.096,329.259
2208.125,5.732,507.22,39.093,73.581,375.029
2208.25,4.158,544.254,39.815,76.218,393.408
2208.375,3.063,594.309,40.501,78.697,393.085
2208.5,2.686,634.669,41.239,81.578,378.213
2208.625,2.267,649.992,41.81,83.822,362.36
2208.75,2.245,653.206,42.259,85.445,345.935
2208.875,2.245,653.201,42.672,86.98,321.078
2209,2.262,643.857,43.086,88.024,324.393
2209.125,2.402,634.646,43.5,89.291,332.42
2209.25,2.608,625.567,43.712,90.261,343.733
2209.375,2.85,605.035,43.858,91.188,348.606
2209.5,2.969,590.54,43.993,88.535,319.995
2209.625,2.969,577.624,44.02,87.57,307.454
2209.75,2.969,565.562,44.094,89.269,314.061
2209.875,2.969,557.472,44.094,88,333.958
2210,3.035,549.498,44.181,87.405,346.586
2210.125,3.29,541.637,44.195,89.52,319.947
2210.25,3.29,526.256,44.195,87.218,293.181
2210.375,3.329,511.312,44.195,84.412,282.692
2210.5,3.534,503.999,44.195,83.162,273.257
2210.625,3.763,496.789,44.195,82.227,259.146
2210.75,3.996,491.371,44.195,81.066,254.596
2210.875,4.273,489.681,44.195,79.414,274.029
2211,4.565,509.371,44.195,78.723,326.157
2211.125,4.817,532.694,44.195,80.229,357.104
2211.25,4.354,549.123,44.195,81.982,366.533
2211.375,3.846,549.457,44.195,81.407,357.005
2211.5,3.25,541.598,44.195,81.062,326.506
2211.625,2.889,533.851,44.195,82.486,298.057
2211.75,2.913,530.267,44.195,84.366,266.997
2211.875,3.166,526.212,44.195,86.754,262.249
2212,3.46,526.209,44.195,85.899,263.253
2212.125,3.673,545.065,44.158,84.201,273.006
2212.25,3.733,564.138,44.094,82.544,292.252
2212.375,3.554,581.54,44.094,80.28,314.805
2212.5,3.229,599.471,44.094,78.682,336.326
2212.625,2.932,616.5,44.094,77.597,359.835
2212.75,2.604,634.508,44.094,78.319,371.234
2212.875,2.399,634.503,44.094,80.832,364.731
2213,2.167,630.013,44.094,79.552,322.995
2213.125,1.907,590.419,44.094,80.655,301.321
2213.25,1.832,551.696,44.094,79.99,282.19
2213.375,2.299,512.567,44.094,81.766,264.512
2213.5,2.819,476.214,44.094,79.086,257.229
2213.625,3.232,448.612,44.094,77.278,261.673
2213.75,3.565,423.955,44.094,80.619,272.987
2213.875,3.897,422.384,44.094,81.732,291.334
2214,4.003,417.89,44.094,79.928,297.159
2214.125,3.712,417.887,44.094,77.391,287.048
2214.25,3.34,433.723,44.094,78.938,286.197
2214.375,3.03,449.076,43.993,80.763,353.405
2214.5,2.872,488.213,43.993,79.502,367.058
2214.625,2.659,517.975,43.893,81.85,359.693
2214.75,2.493,549.548,43.893,84.343,337.298
2214.875,2.288,574.698,43.893,83.841,305.748
2215,2.122,592.409,43.893,82.392,296.33
2215.125,1.957,610.667,43.893,82.533,318.152
2215.25,1.885,625.344,43.893,80.869,337.838
2215.375,1.885,634.408,43.893,79.316,347.002
2215.5,1.926,643.604,43.893,81.168,348.594
2215.625,1.899,643.599,43.893,81.684,347.324
2215.75,1.774,607.576,43.893,86.954,333.951
2215.875,1.689,541.424,43.893,84.409,319.502
2216,1.685,495.825,43.993,83.511,294.982
2216.125,1.978,468.861,43.993,89.7,273.463
2216.25,2.278,462.156,43.993,87.117,260.241
2216.375,2.546,462.154,43.993,84.139,270.798
2216.5,2.761,462.151,43.993,85.348,287.795
2216.625,2.91,473.361,43.993,83.529,304.504
2216.75,2.695,499.408,43.993,82.355,319.813
2216.875,2.539,517.692,43.993,80.328,333.306
2217,2.397,549.243,44.043,79.498,346.905
2217.125,2.249,574.377,44.094,78.107,354.048
2217.25,2.087,598.84,44.094,81.161,360.722
2217.375,1.962,616.329,44.094,81.115,363.466
2217.5,1.833,634.328,44.094,78.398,354.415
2217.625,1.765,643.521,44.094,79.307,340.483
2217.75,1.725,658.993,44.094,79.017,329.824
2217.875,1.738,669.603,44.094,77.634,320.409
2218,1.781,680.386,44.195,76.899,312.979
2218.125,1.806,681.645,44.295,79.132,324.786
2218.25,1.846,691.523,44.4,81.321,335.123
2218.375,1.886,691.517,44.497,79.182,340.079
2218.5,1.886,668.888,44.562,77.349,348.876
2218.625,1.88,648.878,44.597,76.197,336.431
2218.75,1.806,629.468,44.597,78.261,298.908
2218.875,1.775,607.466,44.597,80.939,311.617
2219,1.74,587.049,44.597,84.023,319.502
2219.125,1.726,573.467,44.597,83.191,316.382
2219.25,1.686,565.267,44.497,81.519,304.01
2219.375,1.686,548.639,44.389,84.16,292.236
2219.5,1.686,533.631,44.222,82.927,294.222
2219.625,1.726,523.778,44.118,80.974,301.455
2219.75,1.752,508.093,43.953,78.226,302.142
2219.875,1.766,485.858,43.716,76.465,293.922
2220,1.766,468.776,43.459,73.608,284.708
2220.125,1.766,437.898,43.252,71.957,288.07
2220.25,1.766,395.3,42.944,70.685,297.512
2220.375,1.806,382.939,42.589,69.959,300.402
2220.5,1.847,406.272,42.376,69.457,292.309
2220.625,1.927,411.803,42.072,71.083,287.052
2220.75,1.974,404.282,41.916,73.407,283.37
2220.875,2.059,392.189,41.639,74.28,280.321
2221,2.136,388.757,41.326,72.053,281.917
2221.125,2.218,388.755,41.013,72.329,284.337
2221.25,2.313,379.265,40.728,71.965,285.341
2221.375,2.534,352.375,40.286,70.889,282.822
2221.5,2.947,327.393,39.973,70.062,272.906
2221.625,3.418,299.832,39.459,69.237,261.499
2221.75,3.972,274.584,39.204,70.247,252.659
2221.875,6.105,258.812,38.631,72.529,266.924
2222,7.473,233.635,38.255,70.939,289.696
2222.125,8.004,217.826,37.804,70.154,301.008
2222.25,8.154,208.455,37.491,72.142,310.417
2222.375,7.777,199.487,37.248,70.27,312.571
2222.5,7.088,195.071,37.066,68.511,308.625
2222.625,6.28,194.808,36.854,66.85,303.137
2222.75,5.076,203.492,36.745,65.421,298.655
2222.875,4.547,215.888,36.86,66.433,294.542
2223,4.134,229.847,37.097,70.109,296.287
2223.125,3.711,258.702,37.421,73.394,317.094
2223.25,3.294,304.03,38.101,72.36,337.299
2223.375,2.936,355.083,38.673,75.119,371.968
2223.5,2.581,404.025,39.267,77.315,398.795
2223.625,2.221,447.584,40.066,79.829,378.086
2223.75,1.942,495.145,40.689,82.858,362.711
2223.875,1.649,541.383,41.481,86.572,352.961
2224,1.4,583.731,42.407,90.41,355.561
2224.125,1.124,625.016,42.992,93.166,350.493
2224.25,1.032,625.011,43.559,96.527,334.968
2224.375,0.987,625.007,44.24,100.296,318.51
2224.5,0.964,616.071,44.597,101.292,304.061
2224.625,1.029,590.033,44.866,98.721,284.622
2224.75,1.154,542.91,45.079,98.922,270.571
2224.875,1.359,511.735,45.231,100.118,257.21
2225,1.524,489.344,45.352,99.395,250.596
2225.125,1.729,489.341,45.509,97.116,331.359
2225.25,1.894,489.338,45.604,94.236,371.687
2225.375,1.998,489.335,45.604,91.559,356.801
2225.5,1.873,489.332,45.686,89.772,338.128
2225.625,1.788,493.196,45.705,87.81,324.613
2225.75,1.727,515.768,45.705,86.067,316.076
2225.875,1.716,536.388,45.705,84.367,336.889
2226,1.906,556.001,45.705,86.428,354.973
2226.125,2.166,589.879,45.705,88.928,365.273
2226.25,2.411,607.207,45.604,90.785,370.609
2226.375,2.656,607.202,45.543,92.035,358.614
2226.5,2.674,609.944,45.472,93.084,353.179
2226.625,2.517,612.23,45.381,93.848,340.405
2226.75,2.451,589.962,45.275,93.073,314.193
2226.875,2.473,559.818,45.146,92.582,280.436
2227,2.825,529.533,45.101,91.46,261.324
2227.125,3.233,497.376,45.101,90.194,250.83
2227.25,3.535,482.3,45.001,92.156,244.287
2227.375,4.009,475.406,45,90.298,267.768
2227.5,4.056,468.611,45,88.602,291.551
2227.625,3.837,468.608,45,85.611,307.43
2227.75,3.553,475.398,44.899,81.949,320.02
2227.875,3.342,489.275,44.899,79.293,331.049
2228,3.011,515.499,44.899,78.043,346.194
2228.125,2.72,539.084,44.899,77.079,358.708
2228.25,2.38,573.177,44.899,79.345,345.009
2228.375,2.134,589.908,44.899,80.653,318.689
2228.5,1.928,598.453,44.899,82.505,293.957
2228.625,1.768,596.929,44.899,81.471,277.055
2228.75,1.868,554.611,44.899,84.715,266.46
2228.875,2.09,515.296,44.899,87.53,261.245
2229,2.457,471.929,44.899,86.444,257.229
2229.125,2.775,451.279,44.899,84.971,256.225
2229.25,3.071,425.37,44.899,85.72,254.904
2229.375,3.318,400.949,45,82.989,257.094
2229.5,3.675,388.965,45,81.498,264.571
2229.625,4.014,394.87,44.899,80.691,281.255
2229.75,4.66,418.541,44.883,79.866,301.12
2229.875,4.72,437.692,44.698,81.653,317.414
2230,4.27,464.396,44.698,80.693,336.035
2230.125,3.85,492.677,44.698,82.614,351.927
2230.25,2.69,522.681,44.698,81.587,364.263
2230.375,2.05,543.81,44.734,83.499,349.174
2230.5,1.777,563.434,44.799,85.421,337.856
2230.625,1.63,581.407,44.799,87.775,329.893
2230.75,1.528,598.376,44.851,90.127,323.985
2230.875,1.488,615.841,44.899,92.987,315.188
2231,1.488,618.098,45,96.084,307.611
2231.125,1.542,624.757,45.101,98.803,300.623
2231.25,1.667,633.806,45.175,96.444,320.771
2231.375,1.751,633.801,45.231,94.651,339.182
2231.5,1.769,633.796,45.302,93.027,347.687
2231.625,1.769,624.738,45.302,92.562,334.32
2231.75,1.729,607.382,45.366,91.237,319.544
2231.875,1.689,581.366,45.403,90.367,301.635
2232,1.689,563.782,45.403,89.308,280.043
2232.125,1.707,546.924,45.403,87.69,262.739
2232.25,1.822,533.274,45.403,87.345,250.437
2232.375,2.016,525.654,45.403,90.833,296.502
2232.5,2.112,518.142,45.403,90.738,288.719
2232.625,2.237,518.138,45.403,89.572,290.331
2232.75,2.291,489.159,45.403,87.911,303.235
2232.875,2.176,475.983,45.403,86.589,315.228
2233,2.091,461.799,45.403,85.325,311.725
2233.125,2.047,461.796,45.403,83.292,300.062
2233.25,2.01,461.793,45.403,82.495,292.059
2233.375,2.075,470.737,45.42,84.531,293.281
2233.5,2.268,492.271,45.503,87.003,319.324
2233.625,2.433,507.439,45.503,88.418,340.002
2233.75,2.597,538.343,45.537,88.811,328.875
2233.875,2.613,556.746,45.604,87.921,310.635
2234,2.613,556.742,45.604,89.486,303.511
2234.125,2.493,556.739,45.604,88.766,328.938
2234.25,2.328,581.289,45.604,91.74,355.486
2234.375,2.164,591.499,45.604,90.913,374.717
2234.5,2.039,606.916,45.604,93.365,370.168
2234.625,1.882,606.912,45.604,96.491,356.064
2234.75,1.819,613.653,45.604,94.939,345.752
2234.875,1.704,615.697,45.604,93.374,339.681
2235,1.649,615.692,45.604,93.335,344.578
2235.125,1.649,615.688,45.604,92.816,323.804
2235.25,1.649,615.683,45.704,91.041,303.14
2235.375,1.77,606.885,45.705,89.732,295.381
2235.5,1.77,606.881,45.705,88.756,311.637
2235.625,1.77,606.877,45.705,90.129,331.588
2235.75,1.73,606.872,45.74,90.007,376.506
2235.875,1.668,624.581,45.805,88.957,359.103
2236,1.543,641.112,45.805,88.416,338.04
2236.125,1.418,642.801,45.805,90.806,318.071
2236.25,1.331,642.797,45.827,91.668,300.402
2236.375,1.288,633.776,45.905,94.918,283.442
2236.5,1.536,619.742,45.906,95.598,270.632
2236.625,1.753,605.237,45.906,94.114,270.373
2236.75,1.994,587.138,45.906,92.272,290.56
2236.875,2.203,561.447,45.906,90.619,305.476
2237,2.352,531.177,45.906,89.494,299.093
2237.125,2.465,515.703,45.906,87.416,286.637
2237.25,2.533,498.046,45.906,86.143,285.717
2237.375,2.533,461.705,45.906,84.268,303.321
2237.5,2.533,468.061,45.906,83.326,323.377
2237.625,2.493,503.316,45.906,82.098,334.821
2237.75,2.45,533.767,45.805,82.917,343.342
2237.875,2.362,549.771,45.805,85.373,339.583
2238,2.287,567.831,45.792,87.308,332.361
2238.125,2.243,576.957,45.705,89.004,328.514
2238.25,2.18,587.9,45.705,91.221,326.506
2238.375,2.077,604.286,45.705,93.367,326.506
2238.5,2.012,615.566,45.705,94.881,330.546
2238.625,1.912,632.915,45.705,96.266,337.183
2238.75,1.808,633.521,45.707,96.778,336.546
2238.875,1.727,633.516,45.805,94.343,335.542
2239,1.665,633.512,45.805,92.8,344.529
2239.125,1.61,642.685,45.824,93.25,355.935
2239.25,1.57,642.68,45.906,92.663,364.885
2239.375,1.57,642.675,45.906,92.761,371.381
2239.5,1.57,634.843,45.906,91.711,360.017
2239.625,1.57,625.002,45.865,93.668,331.066
2239.75,1.648,607.074,45.759,93.184,300.444
2239.875,1.813,556.321,45.703,91.781,278.591
2240,1.984,528.694,45.604,90.529,262.757
2240.125,2.153,496.067,45.592,88.661,251.048
2240.25,2.402,459.265,45.485,86.506,246.968
2240.375,2.651,435.833,45.403,84.783,262.372
2240.5,2.82,422.509,45.374,82.312,279.145
2240.625,3.043,409.426,45.302,80.446,292.741
2240.75,3.247,400.384,45.302,77.945,316.974
2240.875,3.377,405.015,45.302,76.348,336.503
2241,3.418,417.49,45.251,74.696,352.801
2241.125,3.29,429.596,45.201,73.836,365.522
2241.25,3.072,443.627,45.201,74.454,353.939
2241.375,2.802,456.154,45.201,76.157,321.486
2241.5,2.596,464.633,45.201,77.687,296.186
2241.625,2.431,475.085,45.201,79.761,288.027
2241.75,2.253,481.964,45.201,81.577,288.433
2241.875,2.02,494.462,45.201,83.848,304.442
2242,1.972,509.69,45.231,85.377,313.515
2242.125,1.972,525.388,45.302,88.233,324.816
2242.25,1.972,541.559,45.302,87.747,337.93
2242.375,1.972,558.228,45.309,85.671,354.471
2242.5,1.945,572.724,45.403,83.909,334.538
2242.625,1.852,581.015,45.403,82.499,321.214
2242.75,1.8,585.599,45.43,86.84,311.446
2242.875,1.717,603.636,45.503,86.482,316.971
2243,1.655,624.317,45.596,87.415,327.792
2243.125,1.572,642.529,45.604,88.911,339.221
2243.25,1.53,661.155,45.704,90.028,346.262
2243.375,1.451,670.845,45.705,91.856,353.21
2243.5,1.44,670.84,45.805,93.127,359.467
2243.625,1.41,667.786,45.821,93.952,366.667
2243.75,1.401,661.252,45.906,93.846,367.525
2243.875,1.37,661.247,45.906,93.385,357.909
2244,1.37,651.801,45.922,96.141,321.2
2244.125,1.444,651.796,46,94.654,314.074
2244.25,1.489,642.485,46.007,96.399,312.943
2244.375,1.592,633.308,46.007,95.99,318.078
2244.5,1.738,633.303,46.007,99.126,321.206
2244.625,1.852,633.299,46.007,95.351,326.347
2244.75,1.893,633.294,46.007,94.89,330.479
2244.875,1.893,633.289,46.007,93.617,336.62
2245,1.829,624.243,46.007,92.081,341.756
2245.125,1.812,624.239,46.007,89.826,348.906
2245.25,1.772,624.234,46.007,89.116,351.606
2245.375,1.772,633.27,46.007,92.137,352.61
2245.5,1.893,633.265,46.007,94.764,352.61
2245.625,1.978,632.65,46.007,97.64,346.623
2245.75,2.038,624.216,46.061,96.967,336.875
2245.875,2.12,615.3,46.107,95.411,323.808
2246,2.174,615.295,46.107,94.017,312.413
2246.125,2.174,615.291,46.118,92.639,306.316
2246.25,2.134,610.525,46.18,91.476,302.624
2246.375,2.094,606.498,46.208,90.812,315.178
2246.5,2.054,606.494,46.208,90.307,331.973
2246.625,2.014,606.489,46.208,92.869,348.441
2246.75,1.929,633.218,46.208,94.43,357.63
2246.875,1.804,638.505,46.208,96.41,361.5
2247,1.692,651.682,46.208,97.749,360.716
2247.125,1.652,651.676,46.221,99.589,353.372
2247.25,1.652,649.363,46.309,100.893,341.263
2247.375,1.612,639.585,46.309,101.761,332.561
2247.5,1.755,622.854,46.309,104.663,321.151
2247.625,1.924,607.245,46.309,104.761,307.744
2247.75,2.133,589.567,46.309,100.36,294.353
2247.875,2.258,540.269,46.309,96.829,280.948
2248,2.375,517.731,46.309,94.974,271.977
2248.125,2.381,517.728,46.309,92.113,283.603
2248.25,2.415,517.724,46.309,87.466,296.165
2248.375,2.415,525.218,46.309,85.946,304.756
2248.5,2.39,540.536,46.309,84.204,319.882
2248.625,2.345,556.301,46.309,82.574,327.188
2248.75,2.261,564.353,46.309,81.346,309.226
2248.875,2.176,564.349,46.309,79.715,300.407
2249,2.091,564.54,46.309,78.373,300.833
2249.125,2.054,572.513,46.309,83.595,317.18
2249.25,2.054,580.799,46.309,86.069,324.287
2249.375,2.063,589.205,46.309,84.746,334.526
2249.5,2.095,597.733,46.309,88.894,343.684
2249.625,2.095,602.629,46.34,88.833,333.51
2249.75,2.095,606.379,46.403,87.847,317.33
2249.875,2.054,615.155,46.409,87.075,307.43
2250,1.935,619.126,46.409,86.026,322.049
2250.125,1.772,624.054,46.409,84.47,339.497
2250.25,1.693,624.049,46.409,86.742,351.153
2250.375,1.653,624.045,46.409,85.501,339.353
2250.5,1.653,624.04,46.409,85.676,324.668
2250.625,1.715,615.128,46.409,84.416,309.292
2250.75,1.807,610.221,46.409,83.004,294.014
2250.875,1.884,606.34,46.409,84.426,297.322
2251,1.934,613.112,46.409,86.276,313.293
2251.125,1.915,641.143,46.409,86.315,328.514
2251.25,1.81,660.946,46.409,85.128,338.683
2251.375,1.717,680.219,46.409,88.141,351.378
2251.5,1.6,680.214,46.409,88.519,352.405
2251.625,1.515,670.5,46.409,86.664,329.941
2251.75,1.453,651.492,46.409,85.328,315.341
2251.875,1.453,635.111,46.409,84.364,297.183
2252,1.579,606.3,46.409,86.879,287.952
2252.125,1.769,590.134,46.409,86.731,282.031
2252.25,2.052,581.808,46.409,85.958,278.916
2252.375,2.261,572.41,46.409,85.264,278.338
2252.5,2.543,548.246,46.409,84.325,290.925
2252.625,2.818,549.773,46.409,83.589,311.789
2252.75,2.898,558.607,46.409,82.652,338.283
2252.875,2.78,575.83,46.409,82.027,351.365
2253,2.465,589.084,46.409,81.201,339.112
2253.125,2.158,626.334,46.51,80.575,321.565
2253.25,1.981,667.97,46.51,80.243,302.409
2253.375,1.856,698.499,46.51,82.701,315.111
2253.5,1.76,710.098,46.51,84.395,324.179
2253.625,1.71,720.373,46.51,85.577,331.208
2253.75,1.694,730.796,46.51,86.999,336.344
2253.875,1.654,730.79,46.51,87.88,347.37
2254,1.574,720.355,46.51,87.258,354.704
2254.125,1.508,655.964,46.51,87.918,331.448
2254.25,1.524,609.51,46.51,87.215,286.029
2254.375,1.765,572.346,46.51,86.43,263.108
2254.5,2.009,540.364,46.51,86.069,252.568
2254.625,2.298,532.649,46.51,88.933,254.869
2254.75,2.578,525.045,46.51,89.099,265.052
2254.875,2.517,525.041,46.51,84.549,279.785
2255,2.362,542.508,46.51,81.055,289.994
2255.125,2.197,556.104,46.51,76.988,305.979
2255.25,2.072,548.165,46.51,75.374,323.837
2255.375,1.961,548.161,46.51,77.047,336.185
2255.5,1.862,556.093,46.51,81.324,350.292
2255.625,1.737,562.708,46.51,85.362,359.103
2255.75,1.613,572.302,46.51,88.358,348.919
2255.875,1.486,593.415,46.51,90.309,333.889
2256,1.414,607.481,46.51,91.409,341.4
2256.125,1.365,623.832,46.51,91.861,347.358
2256.25,1.333,632.858,46.51,91.488,334.159
2256.375,1.333,632.853,46.51,91.546,313.163
2256.5,1.443,627.476,46.51,93.147,294.635
2256.625,1.568,623.813,46.51,93.836,303.672
2256.75,1.674,623.809,46.51,92.223,316.221
2256.875,1.775,623.804,46.417,90.951,320.482
2257,1.815,624.07,46.409,89.475,310.079
2257.125,1.815,637.999,46.309,88.117,310.54
2257.25,1.8,651.273,46.309,89.952,323.635
2257.375,1.735,660.696,46.208,92.897,335.395
2257.5,1.643,660.691,46.107,91.56,355.265
2257.625,1.575,666.158,46.007,90.241,369.453
2257.75,1.538,670.244,45.938,90.557,352.686
2257.875,1.494,670.239,45.725,91.605,340.574
2258,1.454,670.234,45.513,88.825,325.054
2258.125,1.414,651.238,45.403,85.866,327.289
2258.25,1.414,640.81,45.302,84.343,337.348
2258.375,1.718,630.662,45.201,83.069,346.954
2258.5,1.935,623.744,45.101,86.255,335.941
2258.625,2.286,606.067,45,85.202,308.434
2258.75,2.525,592.581,45,84.494,306.977
2258.875,2.921,583.209,44.899,85.859,328.263
2259,3.132,580.481,44.899,85.49,343.084
2259.125,3.38,580.477,44.899,84.642,362.226
2259.25,3.255,588.875,44.899,84.049,382.01
2259.375,2.763,614.813,45.106,85.649,394.118
2259.5,2.189,625.655,45.324,87.403,375.533
2259.625,1.818,641.888,45.705,88.856,336.219
2259.75,1.511,641.883,45.95,92.309,306.618
2259.875,1.535,641.879,46.162,100.505,282.183
2260,1.575,635.85,46.375,99.026,273.324
2260.125,1.634,606.015,46.587,96.768,291.778
2260.25,1.657,597.364,46.755,93.017,314.164
2260.375,1.736,597.36,46.862,91.969,333.59
2260.5,1.776,597.356,47.013,90.317,347.345
2260.625,1.816,607.784,47.074,88.909,356.057
2260.75,1.816,620.576,47.114,90.444,361.573
2260.875,1.724,623.656,47.215,88.87,358.58
2261,1.587,632.678,47.215,90.451,352.209
2261.125,1.499,632.673,47.215,89.625,340.666
2261.25,1.436,641.825,47.273,93.03,323.651
2261.375,1.373,641.82,47.315,96.017,292.623
2261.5,1.335,641.816,47.315,94.989,282.329
2261.625,1.36,605.268,47.315,93.493,291.667
2261.75,1.51,572.112,47.315,91.011,309.505
2261.875,1.734,563.946,47.315,87.787,325.798
2262,1.897,563.942,47.315,85.237,337.513
2262.125,1.937,572.1,47.298,82.382,342.766
2262.25,1.801,580.375,47.215,80.381,347.59
2262.375,1.7,580.371,47.19,78.508,330.125
2262.5,1.615,580.367,47.114,77.018,314.688
2262.625,1.576,580.363,47.066,75.684,290.531
2262.75,1.551,571.529,47.013,74.656,280.878
2262.875,1.536,563.915,46.895,76.082,294.794
2263,1.693,555.867,46.812,77.914,315.573
2263.125,1.942,559.004,46.711,77.006,328.317
2263.25,2.164,574.13,46.636,79.464,340.782
2263.375,2.187,585.451,46.611,79.731,348.986
2263.5,1.87,588.733,46.519,78.68,344.772
2263.625,1.696,597.249,46.482,78.211,329.82
2263.75,1.496,597.244,46.378,83.263,317.8
2263.875,1.555,597.1,46.309,86.504,306.14
2264,1.744,588.716,46.208,85.652,296.392
2264.125,1.893,583.349,46.144,83.291,282.308
2264.25,2.04,552.805,46.088,81.937,267.051
2264.375,2.164,492.001,45.958,82.632,259.237
2264.5,2.289,459.79,45.805,81.273,258.233
2264.625,2.454,437.178,45.633,78.846,259.396
2264.75,2.559,423.037,45.503,76.749,262.788
2264.875,2.583,405.609,45.403,75.18,267.658
2265,2.644,393.71,45.302,73.928,272.289
2265.125,2.66,393.708,45.201,72.072,276.538
2265.25,2.66,393.706,45.101,71.374,282.064
2265.375,2.66,393.704,45,71.768,286.039
2265.5,2.693,393.702,44.976,73.833,290.325
2265.625,2.7,396.995,44.899,75.996,284.094
2265.75,2.701,404.27,44.899,75.828,276.305
2265.875,2.701,411.035,44.899,77.796,279.868
2266,2.701,423.015,44.899,77.503,288.145
2266.125,2.66,441.642,45,75.747,294.916
2266.25,2.66,461.09,45.114,79.898,297.389
2266.375,2.633,483.064,45.403,82.025,301.638
2266.5,2.59,505.124,45.675,80.649,316.203
2266.625,2.515,520.658,45.929,82.235,331.526
2266.75,2.28,532.311,46.165,82.399,384.653
2266.875,2.144,540.01,46.388,82.869,361.815
2267,2.059,547.82,46.6,85.376,303.113
2267.125,2.062,555.742,46.802,82.736,273.227
2267.25,2.139,571.937,46.913,83.88,266.992
2267.375,2.271,589.578,46.924,88.786,303.161
2267.5,2.34,599.044,47.013,90.968,320.223
2267.625,2.34,608.663,47.013,91.871,345.699
2267.75,2.234,620.918,47.013,88.057,359.675
2267.875,2.109,623.398,47.066,83.186,317.135
2268,2.025,630.887,47.114,82.996,302.568
2268.125,1.979,632.408,47.114,84.623,306.699
2268.25,1.917,632.404,47.114,86.242,314.017
2268.375,1.898,632.399,47.114,87.91,328.067
2268.5,1.858,632.394,47.114,89.088,340.427
2268.625,1.858,622.415,47.114,90.325,349.124
